epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
118,19044.9,0.83716,2.63938,1.33751,0.90989,0.80206,0.86507,0.68851,0.99504,2.7835,1.68412,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,19200.8,0.82468,2.63579,1.33165,0.90897,0.80535,0.86603,0.68748,1.00133,2.76667,1.69991,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,19352.9,0.82112,2.63053,1.33092,0.88102,0.81646,0.86459,0.69312,0.99594,2.77987,1.6978,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,19507.5,0.8235,2.6422,1.33088,0.91728,0.79505,0.86596,0.68469,1.00397,2.7674,1.71069,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,19660,0.82113,2.65626,1.33022,0.92149,0.80007,0.8694,0.69203,1.02038,2.71383,1.73649,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
123,19813.9,0.81522,2.60659,1.33153,0.91217,0.79927,0.85937,0.68862,1.0114,2.81971,1.71946,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
124,19967.8,0.83036,2.71079,1.33765,0.90491,0.80374,0.86004,0.68764,1.00401,2.87526,1.70585,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
125,20120.1,0.8198,2.64534,1.33374,0.91537,0.78553,0.86137,0.69291,1.00548,2.82035,1.71735,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
126,20275,0.81271,2.57856,1.32198,0.91086,0.79144,0.86219,0.68834,0.99548,2.93629,1.70313,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
127,20427.3,0.81113,2.54366,1.31488,0.88303,0.79796,0.85962,0.68953,0.996,2.8677,1.70762,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
128,20581.1,0.81266,2.61124,1.32584,0.88215,0.80608,0.86066,0.69031,0.99667,2.86581,1.71618,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,20734.3,0.80122,2.58827,1.3177,0.8862,0.79561,0.85708,0.69249,0.98066,2.90744,1.69914,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,20887.4,0.80445,2.5434,1.32282,0.89651,0.79056,0.85769,0.69321,0.9878,2.90116,1.702,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,21041.8,0.80064,2.52543,1.32086,0.9062,0.79114,0.8641,0.69286,0.98661,2.81142,1.70402,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
132,21195.2,0.80287,2.54872,1.31889,0.90572,0.79064,0.86377,0.69328,0.98085,2.78544,1.6962,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,21348.8,0.79421,2.52759,1.30889,0.89557,0.78916,0.86645,0.69052,0.98706,2.78453,1.70007,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,21502.2,0.80483,2.55036,1.31804,0.89711,0.79769,0.86731,0.69567,0.99941,2.75116,1.71204,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,21656.7,0.80027,2.53902,1.31466,0.89562,0.7947,0.86305,0.69565,1.00344,2.81869,1.71587,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,21809.4,0.78036,2.44106,1.29426,0.87979,0.79487,0.86253,0.69075,1.00626,2.86866,1.72409,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,21963.2,0.79345,2.5165,1.30588,0.89044,0.78948,0.86103,0.69107,1.00695,2.86193,1.72759,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,22116.1,0.78398,2.42429,1.29467,0.8822,0.80293,0.86383,0.69102,0.99661,2.84769,1.71199,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,22331.2,0.78274,2.44912,1.3071,0.88423,0.79805,0.86432,0.69403,0.99204,2.81676,1.70596,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,22622.2,0.79296,2.50268,1.30838,0.90476,0.79173,0.86395,0.69305,0.99071,2.80097,1.71018,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,22918.6,0.76991,2.37991,1.29259,0.8961,0.78928,0.86425,0.69287,0.9877,2.81828,1.71211,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,23214.4,0.78466,2.44864,1.30801,0.89549,0.8002,0.86567,0.69268,0.98935,2.80069,1.70798,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,23519.5,0.77346,2.41691,1.29137,0.88199,0.80661,0.86301,0.69241,0.98993,2.80157,1.7108,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,23825.4,0.77742,2.43677,1.29739,0.88783,0.81013,0.86488,0.69599,0.98996,2.79965,1.70991,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,24129.2,0.77144,2.4097,1.29217,0.87686,0.81674,0.86631,0.69579,0.99839,2.83576,1.72066,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,24515.6,0.7715,2.40208,1.29414,0.90337,0.8033,0.87007,0.69483,0.99654,2.82859,1.7165,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,24667.9,0.76965,2.38487,1.29563,0.91505,0.79312,0.87091,0.69615,1.00094,2.83697,1.72279,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,24836,0.75775,2.36555,1.28278,0.88332,0.81607,0.87062,0.69298,1.00671,2.82671,1.72755,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,25042.8,0.76016,2.38727,1.28342,0.88089,0.82329,0.87013,0.69224,1.00627,2.80113,1.73,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,25267.2,0.77238,2.41514,1.28723,0.89706,0.81326,0.86584,0.69276,1.00593,2.80831,1.73231,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,25491.4,0.76314,2.36177,1.28785,0.90237,0.81033,0.86363,0.69413,1.00147,2.77682,1.72194,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,25674.8,0.76437,2.37708,1.28627,0.89666,0.81468,0.8667,0.69922,0.99969,2.79137,1.716,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,25876.6,0.75313,2.2997,1.27512,0.897,0.81522,0.87002,0.70104,0.99525,2.81556,1.71174,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,26029.6,0.76106,2.34321,1.28466,0.90095,0.81164,0.86845,0.70187,0.99029,2.79752,1.70544,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,26193.8,0.7528,2.29518,1.27954,0.89487,0.81236,0.8709,0.69423,0.99385,2.78876,1.71473,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,26350.1,0.7612,2.31031,1.27901,0.89471,0.81188,0.86958,0.6956,1.00638,2.81029,1.73398,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,26502.6,0.75185,2.29365,1.27277,0.88058,0.81684,0.87,0.694,1.00526,2.80733,1.73255,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,26656.3,0.74592,2.28696,1.27172,0.87886,0.82129,0.87045,0.69518,1.00549,2.80782,1.73658,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,26808.5,0.74266,2.28194,1.27591,0.87165,0.82589,0.86869,0.69271,1.00968,2.82662,1.747,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,26999.8,0.7338,2.21901,1.26093,0.88469,0.81143,0.8663,0.69311,1.01462,2.83406,1.75517,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,27152.5,0.73833,2.29306,1.26803,0.87481,0.8198,0.86811,0.69292,1.01171,2.84057,1.75209,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,27346.7,0.73856,2.25842,1.2633,0.87851,0.81899,0.86784,0.69293,1.00725,2.83739,1.74616,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,27613.8,0.73425,2.24447,1.26386,0.8825,0.81675,0.86652,0.69201,1.00793,2.83585,1.74973,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,27858.6,0.74095,2.24766,1.26725,0.86703,0.81719,0.86658,0.68985,1.00713,2.83491,1.74755,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,28039.1,0.74215,2.30257,1.27182,0.89197,0.8061,0.86873,0.69156,1.00278,2.81468,1.74394,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,28191.6,0.73321,2.26614,1.2622,0.87471,0.81047,0.86719,0.69135,0.9964,2.81707,1.73515,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,28343.8,0.73375,2.24834,1.26702,0.90555,0.79845,0.86548,0.6919,0.99414,2.79391,1.73248,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,34882.2,0.72673,2.22126,1.2609,0.90128,0.80076,0.8664,0.69159,0.99156,2.80317,1.73323,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,35034.8,0.73173,2.2476,1.26058,0.9191,0.79866,0.86864,0.69535,0.99499,2.77626,1.73976,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,35185.9,0.71943,2.21629,1.25772,0.91531,0.79622,0.86717,0.69534,0.99538,2.77033,1.744,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,35338.1,0.72323,2.19616,1.25485,0.91579,0.79479,0.86935,0.69663,0.98752,2.79264,1.73432,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,35490.1,0.72022,2.1939,1.25524,0.92129,0.79387,0.87018,0.69593,0.98836,2.79198,1.7368,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,35642.1,0.71688,2.17713,1.24996,0.91578,0.79068,0.86744,0.69362,0.98539,2.78988,1.73539,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,35793.9,0.71795,2.18515,1.25549,0.918,0.78873,0.86594,0.69482,0.98732,2.78028,1.73822,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,35945.4,0.71805,2.16845,1.24841,0.86582,0.81931,0.8683,0.69713,0.98822,2.76985,1.73934,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,36098.7,0.72687,2.22547,1.25463,0.86828,0.81944,0.86717,0.69722,0.98938,2.77029,1.74061,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,36250.5,0.71498,2.17682,1.24872,0.85866,0.81766,0.86681,0.69854,0.98829,2.7645,1.73803,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,36402.7,0.71453,2.13572,1.24638,0.8708,0.81122,0.86798,0.69928,0.98781,2.78575,1.7366,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,36555.1,0.71311,2.11275,1.24464,0.85929,0.81731,0.86839,0.69892,0.98623,2.76005,1.73346,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,36707.5,0.71059,2.16048,1.24483,0.87398,0.81266,0.86858,0.69887,0.98682,2.75126,1.73434,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,36861.5,0.69751,2.10531,1.2361,0.87588,0.81431,0.8677,0.70012,0.98676,2.73902,1.73477,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,37015,0.69849,2.07797,1.23606,0.87006,0.8147,0.86806,0.70089,0.98265,2.73448,1.72954,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,37169.7,0.6966,2.0792,1.23478,0.8662,0.81664,0.86759,0.70002,0.97981,2.72388,1.72843,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,37323.7,0.69921,2.12776,1.23838,0.87027,0.81177,0.86716,0.69691,0.97776,2.7298,1.72723,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
